Gene ID	Homologs	Symbol	Description	Training	Score	Evidence	Notes
ENSG00000165028	ENSMUSG00000015247 ENSRNOG00000010332 	NIPSNAP3B	nipsnap homolog 3B (C. elegans)	Predicted mitochondrial	0.999999681	PMID12592411_heart_0: 1 | PMID14651853_Sum: 1 | PMID16415296_unknown_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 12 | PMID16615898_Sum: 3 | PMID16615899_liver_0: 1 | PMID21189371_mammary_gland_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 5 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.71325625 | MammalMitoEvidenceGFP: 1 | 	
ENSG00000205544	ENSDARG00000038901 ENSMUSG00000070394 ENSRNOG00000037540 	TMEM256	transmembrane protein 256	Predicted mitochondrial	0.999999634	PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.4173375 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: -0.8 | 	
ENSG00000164040	ENSDARG00000030237 ENSMUSG00000049940 ENSRNOG00000014051 	PGRMC2	progesterone receptor membrane component 2	Predicted mitochondrial	0.99999961	PMID12592411_heart_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 6 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 2 | MS_Heart_Sum: 2 | MTS_Mean: 0.0164625 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | Comm_Mito_Ratio: 0.429 | 	
ENSG00000100714	ENSDARG00000018266 ENSMUSG00000021048 ENSRNOG00000005602 SPBC2G2.08 YBR084W 	MTHFD1	"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase"	Predicted mitochondrial	0.999999501	PMID28435121_hESCs: 1 | PMID16415296_unknown_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 1 | PMID26450961_Sum: 12 | PMID15501831_Sum: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16615898_Sum: 5 | PMID16615899_liver_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Liver_Sum: 4 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 2 | MTS_Mean: 0.43203125 | hela_subcell_location_NotMitochondrion: 1 | Rickettsia_Homolog: 1 | Comm_Mito_Ratio: 0.727 | 	Cytoplasmic? [PMID:15611115]. MTHFD1L is mito
ENSG00000114735	ENSDARG00000078894 ENSMUSG00000032579 ENSRNOG00000015458 SPAC29B12.05c YNL063W 	HEMK1	HemK methyltransferase family member 1	Predicted mitochondrial	0.999999444	MTS_Mean: 0.51700625 | YeastMitoEvidenceGFP: 1 | MammalMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.6 | Comm_Mito_Ratio: 0.818 | 	
ENSG00000204394	ENSDARG00000044575 ENSMUSG00000007029 ENSRNOG00000000867 SPBC1709.02c YGR094W 	VARS	valyl-tRNA synthetase	Predicted mitochondrial	0.999999066	PMID14651853_Sum: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 5 | PMID15501831_Sum: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16615898_Sum: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 5 | MS_Kidney_Sum: 1 | MTS_Mean: 0.03633125 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: 1.8 | Comm_Mito_Ratio: 0.913 | 	"Mitochondrial, but nomenclature problem? [PMID:29221463] VARS2 is different gene and is mito. "
ENSG00000100445	ENSDARG00000099617 ENSMUSG00000022223 ENSRNOG00000020544 	SDR39U1	"short chain dehydrogenase/reductase family 39U, member 1"	Predicted mitochondrial	0.999998625	PMID12592411_heart_0: 1 | PMID15253431_Sum: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 13 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 4 | MTS_Mean: 0.27265 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: -1.8 | 	
ENSG00000120992	ENSDARG00000104228 ENSMUSG00000025903 ENSRNOG00000008320 	LYPLA1	lysophospholipase I	Predicted mitochondrial	0.999998624	PMID14651853_Sum: 1 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID26450961_Sum: 14 | PMID16615898_Sum: 2 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 2 | MTS_Mean: 0.1023 | hela_subcell_location_Mitochondrion: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: -0.6 | Comm_Mito_Ratio: 0.072 | 	
ENSG00000122378	ENSDARG00000057378 ENSMUSG00000021792 ENSRNOG00000011140 	FAM213A	"family with sequence similarity 213, member A"	Predicted mitochondrial	0.999998585	PMID28435121_hESCs: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 2 | PMID26450961_Sum: 11 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16615899_liver_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 1 | MTS_Mean: 0.01919375 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: -0.4 | 	
ENSG00000008394	ENSDARG00000022165 ENSMUSG00000008540 ENSRNOG00000007743 	MGST1	microsomal glutathione S-transferase 1	Predicted mitochondrial	0.999997885	PMID28435121_hESCs: 1 | PMID14651853_Sum: 2 | PMID16415296_unknown_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 1 | PMID26450961_Sum: 12 | PMID12865426_liver_0: 1 | PMID16615898_Sum: 2 | PMID16615899_liver_0: 1 | PMID17000643_Sum: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 7 | MS_Heart_Sum: 2 | MTS_Mean: 0.055225 | hela_subcell_location_NotMitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 0.4 | Comm_Mito_Ratio: 0.143 | 	OMM [PMID:24486338]. Actual reference is PMID:6439207 from 1984
ENSG00000164924	ENSMUSG00000022285 ENSRNOG00000008195 	YWHAZ	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta"	Predicted mitochondrial	0.999997108	PMID28435121_hESCs: 1 | PMID12592411_heart_0: 1 | PMID14651853_Sum: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID15501831_Sum: 1 | PMID16615898_Sum: 3 | PMID16674101_Sum: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | PMID9638947_placenta_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.0271625 | hela_subcell_location_NotMitochondrion: 1 | compartments_knowledge_difference: -0.6 | Comm_Mito_Ratio: 0.647 | 	Mitophagy. Interacts with Parkin [PMID:19725078]
ENSG00000163866	ENSDARG00000070358 ENSMUSG00000042380 ENSRNOG00000014352 	SMIM12	small integral membrane protein 12	Predicted mitochondrial	0.999997011	PMID19700791_liver_0: 1 | PMID26450961_Sum: 12 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.14000625 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | 	
ENSG00000163607	ENSDARG00000075033 ENSMUSG00000022668 ENSRNOG00000002044 YDR336W 	GTPBP8	GTP-binding protein 8 (putative)	Predicted mitochondrial	0.999997008	PMID24708184_Sum: 4 | PMID26450961_Sum: 4 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MTS_Mean: 0.615 | HPA_Mitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1 | 	
ENSG00000112304	ENSDARG00000061728 ENSMUSG00000006717 ENSRNOG00000018415 	ACOT13	acyl-CoA thioesterase 13	Predicted mitochondrial	0.999996303	PMID28435121_hESCs: 1 | PMID12592411_heart_0: 1 | PMID14651853_Sum: 4 | PMID15253431_Sum: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16615898_Sum: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 6 | MTS_Mean: 0.20833125 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: -0.2 | 	Mito function / Mito-associated [PMID:24072708]
ENSG00000147592	ENSMUSG00000025937 ENSRNOG00000007829 	LACTB2	"lactamase, beta 2"	Predicted mitochondrial	0.999996137	PMID14651853_Sum: 2 | PMID16415296_unknown_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19700791_liver_0: 1 | PMID26450961_Sum: 4 | PMID16615898_Sum: 2 | PMID16615899_liver_0: 1 | MS_Liver_Sum: 5 | MS_Kidney_Sum: 3 | MTS_Mean: 0.4153 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: 1.8 | Comm_Mito_Ratio: 0.143 | 	Mitochondrial? [PMID:26826708]
ENSG00000231500	ENSMUSG00000008668 ENSRNOG00000033152 SPCC1259.01c YDR450W 	RPS18	ribosomal protein S18	Predicted mitochondrial	0.999995664	PMID28435121_hESCs: 1 | MONOS_Homolog: 1 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26217684_brain_0: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 1 | MTS_Mean: 0.5853125 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: -1.8 | Comm_Mito_Ratio: 0.542 | 	
ENSG00000133597	ENSDARG00000073923 ENSMUSG00000046947 ENSRNOG00000010005 SPBC21C3.03 YPL109C 	ADCK2	aarF domain containing kinase 2	Predicted mitochondrial	0.999995213	MTS_Mean: 0.72593125 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | YeastMitoEvidenceGFP: 1 | MammalMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1 | Comm_Mito_Ratio: 0.5 | 	
ENSG00000180488	ENSDARG00000020596 ENSMUSG00000054942 ENSRNOG00000056332 	FAM73A	"family with sequence similarity 73, member A"	Predicted mitochondrial	0.999994984	PMID24708184_Sum: 1 | PMID26450961_Sum: 6 | MS_Brain_Sum: 3 | MTS_Mean: 0.1195875 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 1.2 | 	Literature; OMM PMID:26711011; APEX (OMM) - PMID:28441135
ENSG00000167004	ENSDARG00000102640 ENSMUSG00000027248 ENSRNOG00000015018 	PDIA3	"protein disulfide isomerase family A, member 3"	Predicted mitochondrial	0.999994451	PMID28435121_hESCs: 1 | PMID12592411_heart_0: 1 | PMID15253431_Sum: 1 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID11840540_liver_0: 1 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15501831_Sum: 2 | PMID15507458_liver_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16120276_neuroblastoma_cell_line_SH.SY5Y_0: 1 | PMID16520066_articular_chondrocytes_0: 1 | PMID16615898_Sum: 6 | PMID18232058_liver_0: 1 | PMID21189371_mammary_gland_0: 1 | PMID21360670_skeletal_muscle_0: 1 | PMID21672642_liver_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | PMID9638947_placenta_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 6 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 4 | MTS_Mean: 0.0861 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: -2 | Comm_Mito_Ratio: 0.5 | 	Apoptosis / OMM? [PMID:25697356]. Interacts with something OMM. Partially colocalized with Bat
ENSG00000165233	ENSDARG00000091304 ENSMUSG00000037960 ENSRNOG00000016560 	C9orf89	chromosome 9 open reading frame 89	Predicted mitochondrial	0.999994269	PMID12592411_heart_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 11 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.13621875 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: -0.4 | 	APEX (OMM) - PMID:28441135
ENSG00000167264	ENSDARG00000077607 ENSMUSG00000031901 ENSRNOG00000019819 SPBC1709.06 YNR015W 	DUS2	dihydrouridine synthase 2	Predicted mitochondrial	0.999991883	MTS_Mean: 0.25876875 | hela_subcell_location_Mitochondrion: 1 | HPA_Cytoplasm: 1 | MammalMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 0.2 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.429 | 	
ENSG00000197746	ENSDARG00000013968 ENSMUSG00000004207 ENSRNOG00000000571 	PSAP	prosaposin	Predicted mitochondrial	0.999989982	PMID28435121_hESCs: 1 | PMID14651853_Sum: 3 | PMID15253431_Sum: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 13 | PMID15507458_liver_0: 1 | PMID16615898_Sum: 5 | PMID16615899_liver_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 8 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 6 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 3 | MTS_Mean: 0.05095 | hela_subcell_location_NotMitochondrion: 1 | compartments_knowledge_difference: -1.6 | Comm_Mito_Ratio: 0.308 | 	IMM? [25320454]
ENSG00000157379	ENSDARG00000054300 ENSMUSG00000002332 ENSRNOG00000020264 	DHRS1	dehydrogenase/reductase (SDR family) member 1	Predicted mitochondrial	0.999989525	PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 12 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.39738125 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: -0.2 | 	
ENSG00000139990	ENSDARG00000060320 ENSMUSG00000049106 ENSRNOG00000004556 	DCAF5	DDB1 and CUL4 associated factor 5	Predicted mitochondrial	0.99998907	PMID26450961_Sum: 3 | MS_Brain_Sum: 1 | MTS_Mean: 0.7203125 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 1.4 | 	
ENSG00000117450	ENSDARG00000058734 ENSMUSG00000028691 ENSRNOG00000017194 	PRDX1	peroxiredoxin 1	Predicted mitochondrial	0.999987074	PMID28435121_hESCs: 1 | PMID12592411_heart_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID11840540_liver_0: 1 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15501831_Sum: 2 | PMID16615898_Sum: 5 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.10073125 | hela_subcell_location_NotMitochondrion: 1 | HPA_Mitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: -0.4 | Comm_Mito_Ratio: 0.455 | 	"Peroxisomal, but affected by mito function [PMID:26356389]"
ENSG00000186603	ENSDARG00000101010 ENSMUSG00000043155 ENSRNOG00000018143 	HPDL	4-hydroxyphenylpyruvate dioxygenase-like	Predicted mitochondrial	0.999984027	PMID28435121_hESCs: 1 | PMID24708184_Sum: 2 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | MTS_Mean: 0.56204375 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | Comm_Mito_Ratio: 0.263 | 	
ENSG00000067225	ENSDARG00000099860 ENSMUSG00000032294 ENSRNOG00000011329 	PKM	"pyruvate kinase, muscle"	Predicted mitochondrial	0.999983149	PMID28435121_hESCs: 1 | MONOS_Homolog: 1 | PMID12592411_heart_0: 1 | PMID14651853_Sum: 1 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15501831_Sum: 2 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16520066_articular_chondrocytes_0: 1 | PMID16615898_Sum: 6 | PMID16674101_Sum: 2 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.0142375 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: -0.2 | Comm_Mito_Ratio: 0.55 | 	Mito function?
ENSG00000204564	ENSDARG00000056165 ENSMUSG00000050705 ENSRNOG00000000812 	C6orf136	chromosome 6 open reading frame 136	Predicted mitochondrial	0.99998254	PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID26450961_Sum: 14 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.64083125 | 	
ENSG00000170634	ENSDARG00000086271 ENSMUSG00000060923 ENSRNOG00000042419 	ACYP2	"acylphosphatase 2, muscle type"	Predicted mitochondrial	0.997425435	PMID16415296_unknown_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID26450961_Sum: 3 | MS_Brain_Sum: 1 | MS_Skeletal_Muscle_Sum: 1 | MTS_Mean: 0.2355625 | HPA_NonMitochondria: 1 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: 1.4 | Comm_Mito_Ratio: 0.621 | 	Apoptosis [PMID:17316384]
ENSG00000060971	ENSDARG00000004687 ENSMUSG00000036138 ENSRNOG00000032908 YIL160C 	ACAA1	acetyl-CoA acyltransferase 1	Predicted mitochondrial	0.99735263	PMID28435121_hESCs: 1 | PMID16415296_unknown_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID11840540_liver_0: 1 | PMID15507458_liver_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16615898_Sum: 4 | PMID16615899_liver_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 5 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.42985625 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: -2 | Comm_Mito_Ratio: 0.882 | 	Peroxisome [PMID:17255113]
ENSG00000204237	ENSDARG00000102233 ENSMUSG00000039670 ENSRNOG00000047517 	OXLD1	oxidoreductase-like domain containing 1	Predicted mitochondrial	0.996792569	PMID26450961_Sum: 3 | MTS_Mean: 0.6154 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: 1.4 | 	
ENSG00000150787	ENSDARG00000045269 ENSMUSG00000032067 ENSRNOG00000009250 	PTS	6-pyruvoyltetrahydropterin synthase	Predicted mitochondrial	0.996770439	MTS_Mean: 0.75194375 | HPA_Cytoplasm: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2.2 | Comm_Mito_Ratio: 0.167 | 	
ENSG00000254402	ENSDARG00000101704 ENSMUSG00000033707 ENSRNOG00000016204 	LRRC24	leucine rich repeat containing 24	Predicted mitochondrial	0.996748475	PMID16415296_unknown_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID16615898_Sum: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.04438125 | compartments_knowledge_difference: 1 | Comm_Mito_Ratio: 0.167 | 	
ENSG00000110011	ENSDARG00000024090 ENSMUSG00000024963 ENSRNOG00000043060 	DNAJC4	"DnaJ (Hsp40) homolog, subfamily C, member 4"	Predicted mitochondrial	0.996744616	MTS_Mean: 0.76233125 | MammalMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1 | Comm_Mito_Ratio: 0.261 | 	
ENSG00000170889	ENSDARG00000011405 ENSMUSG00000006333 ENSRNOG00000058909 SPBC29A3.12 YPL081W 	RPS9	ribosomal protein S9	Predicted mitochondrial	0.996551703	PMID28435121_hESCs: 1 | MONOS_Homolog: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26217684_brain_0: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 1 | MTS_Mean: 0.6027125 | hela_subcell_location_NotMitochondrion: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: -0.8 | Comm_Mito_Ratio: 0.542 | 	
