GeneID	EnsemblGeneID	Symbol	Description	Synonyms	Maestro score	FDR	Evidence	Tissues
29920	ENSG00000143811	PYCR2	"pyrroline-5-carboxylate reductase family, member 2"	"P5CR2, Q96C36"	6	3%	"APEX_matrix, mito protein domain, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, adipose, largeintestine, stomach, placenta, testis"
100996939	ENSG00000145337	PYURF	PIGY upstream reading frame	"PREY, Q96I23"	19	0%	"targetP signal+, induction, coexpression++, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta"
5860	ENSG00000151552	QDPR	quinoid dihydropteridine reductase	"DHPR, PKU2, SDR33C1, P09417"	6	3%	"APEX_matrix, targetP signal, mito protein domain, induction"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, stomach, placenta, testis"
55278	ENSG00000130348	QRSL1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1	"GatA, Q9H0R6"	9	1%	"literature, APEX_matrix, GFP, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	"brainstem, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
81890	ENSG00000213339	QTRT1	queuine tRNA-ribosyltransferase 1	"FP3235, TGT, TGUT, Q9BXR0"	3	13%	"APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression"	none
26056	ENSG00000135631	RAB11FIP5	RAB11 family interacting protein 5 (class I)	"GAF1, RIP11, pp75, Q9BXF6"	-4	70%	"literature, targetP signal, coexpression"	none
53917	ENSG00000169228	RAB24	"RAB24, member RAS oncogene family"	Q969Q5	8	2%	"mito protein domain, induction, coexpression, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, stomach, testis"
10981	ENSG00000118508	RAB32	"RAB32, member RAS oncogene family"	Q13637	-4	69%	"literature, mito protein domain"	none
11021	ENSG00000111737	RAB35	"RAB35, member RAS oncogene family"	"H-ray, RAB1C, RAY, Q15286"	6	3%	"mito protein domain, induction, MS/MS"	all 14
5917	ENSG00000113643	RARS	arginyl-tRNA synthetase	"ArgRS, DALRD1, P54136"	1	21%	"GFP, Rickettsial homolog, mito protein domain, coexpression"	none
57038	ENSG00000146282	RARS2	"arginyl-tRNA synthetase 2, mitochondrial"	"ArgRS, DALRD2, PCH6, PRO1992, RARSL, dJ382I10.6, Q5T160"	15	0%	"literature, APEX_matrix, GFP, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	all 14
79863	ENSG00000101546	RBFA	ribosome binding factor A (putative)	"C18orf22, HsT169, Q8N0V3"	7	2%	"APEX_matrix, targetP signal+, Rickettsial homolog, coexpression"	none
5955	ENSG00000117906	RCN2	"reticulocalbin 2, EF-hand calcium binding domain"	"E6BP, ERC-55, ERC55, TCBP49, Q14257"	-5	73%	"APEX_IMS, mito protein domain"	none
51109	ENSG00000072042	RDH11	retinol dehydrogenase 11 (all-trans/9-cis/11-cis)	"ARSDR1, CGI82, HCBP12, MDT1, PSDR1, RALR1, SCALD, SDR7C1, Q8TC12"	6	3%	"yeast mito homolog+, Rickettsial homolog, mito protein domain"	testis
112724	ENSG00000160439	RDH13	retinol dehydrogenase 13 (all-trans/9-cis)	"SDR7C3, Q8NBN7"	15	0%	"yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, adipose, largeintestine, stomach, placenta, testis"
57665	ENSG00000240857	RDH14	retinol dehydrogenase 14 (all-trans/9-cis/11-cis)	"PAN2, SDR7C4, Q9HBH5"	14	0%	"yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, smallintestine, largeintestine, stomach, placenta, testis"
9401	ENSG00000160957	RECQL4	RecQ protein-like 4	"RECQ4, O94761"	6	3%	"targetP signal, Rickettsial homolog, mito protein domain, coexpression"	none
25996	ENSG00000076043	REXO2	RNA exonuclease 2	"REX2, RFN, SFN, Q9Y3B8"	16	0%	"APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, MS/MS+"	all 14
55312	ENSG00000135002	RFK	riboflavin kinase	"RIFK, Q969G6"	9	1%	"targetP signal, yeast mito homolog++, MS/MS"	"brainstem, spinalcord, kidney, adipose, smallintestine, largeintestine"
55288	ENSG00000126858	RHOT1	ras homolog family member T1	"ARHT1, MIRO-1, MIRO1, Q8IXI2"	9	1%	"literature, mito protein domain+, MS/MS+"	all 14
89941	ENSG00000140983	RHOT2	ras homolog family member T2	"ARHT2, C16orf39, MIRO-2, MIRO2, RASL, Q8IXI1"	14	0%	"literature, mito protein domain+, induction, coexpression"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
51115	ENSG00000176623	RMDN1	regulator of microtubule dynamics 1	"FAM82B, RMD-1, RMD1, Q96DB5"	15	0%	"APEX_IMS, targetP signal+, induction, coexpression, MS/MS"	all 14
55177	ENSG00000137824	RMDN3	regulator of microtubule dynamics 3	"FAM82A2, FAM82C, RMD-3, RMD3, ptpip51, Q96TC7"	2	15%	"literature, APEX_IMS, GFP, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, largeintestine, stomach, placenta, testis"
55005	ENSG00000155906	RMND1	required for meiotic nuclear division 1 homolog (S. cerevisiae)	"C6orf96, COXPD11, RMD1, bA351K16, bA351K16.3, Q9NWS8"	18	0%	"literature, GFP, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, adipose, smallintestine, largeintestine, stomach, placenta, testis"
246243	ENSG00000171865	RNASEH1	ribonuclease H1	"H1RNA, RNH1, O60930"	5	5%	"literature, APEX_matrix, targetP signal, Rickettsial homolog, coexpression"	none
55178	ENSG00000171861	RNMTL1	RNA methyltransferase like 1	Q9HC36	17	0%	"APEX_matrix, GFP, targetP signal+, mito protein domain+, induction, coexpression"	none
140823	ENSG00000125995	ROMO1	reactive oxygen species modulator 1	"C20orf52, MTGM, MTGMP, bA353C18.2, P60602"	14	0%	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, stomach, placenta, testis"
22934	ENSG00000153574	RPIA	ribose 5-phosphate isomerase A	"RPI, P49247"	-5	75%	APEX_matrix	placenta
4736	ENSG00000198755	RPL10A	ribosomal protein L10a	"Csa-19, L10A, NEDD6, P62906"	2	16%	"GFP, Rickettsial homolog, mito protein domain"	"cerebrum, cerebellum, liver, smallintestine, placenta, testis"
6164	ENSG00000109475	RPL34	ribosomal protein L34	"L34, P49207"	-7	83%	"GFP, targetP signal"	none
6165	ENSG00000182899	RPL35A	ribosomal protein L35a	"DBA5, L35A, P18077"	-4	67%	"GFP, targetP signal"	"liver, adipose, smallintestine, placenta, testis"
6208	ENSG00000164587	RPS14	ribosomal protein S14	"EMTB, S14, P62263"	2	16%	"GFP, Rickettsial homolog, mito protein domain, MS/MS"	"cerebrum, cerebellum, kidney, liver, smallintestine, largeintestine, placenta, testis"
6210	ENSG00000134419	RPS15A	ribosomal protein S15a	"S15a, P62244"	2	15%	"GFP, Rickettsial homolog, mito protein domain"	"cerebrum, liver, smallintestine, placenta, testis"
6222	ENSG00000096150	RPS18	ribosomal protein S18	"D6S218E, HKE3, KE-3, KE3, S18, P62269"	6	3%	"yeast mito homolog, Rickettsial homolog, mito protein domain"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
285367	ENSG00000156990	RPUSD3	RNA pseudouridylate synthase domain containing 3	Q6P087	17	0%	"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression"	largeintestine
84881	ENSG00000165526	RPUSD4	RNA pseudouridylate synthase domain containing 4	Q96CM3	4	9%	"APEX_matrix, GFP, Rickettsial homolog, mito protein domain, coexpression"	placenta
55316	ENSG00000136444	RSAD1	radical S-adenosyl methionine domain containing 1	Q9HA92	5	4%	"APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression"	none
84816	ENSG00000130347	RTN4IP1	reticulon 4 interacting protein 1	"NIMP, Q8WWV3"	27	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog, mito protein domain, induction, coexpression++, MS/MS++"	all 14
25813	ENSG00000100347	SAMM50	SAMM50 sorting and assembly machinery component	"OMP85, SAM50, TOB55, TRG-3, YNL026W, Q9Y512"	30	0%	"literature, APEX_IMS, APEX_matrix, yeast mito homolog++, Rickettsial homolog, induction, coexpression++, MS/MS++"	all 14
1757	ENSG00000123453	SARDH	sarcosine dehydrogenase	"BPR-2, DMGDHL1, SAR, SARD, SDH, Q9UL12"	17	0%	"literature, targetP signal+, mito protein domain, coexpression, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
54938	ENSG00000104835	SARS2	"seryl-tRNA synthetase 2, mitochondrial"	"SARS, SARSM, SERS, SYS, SerRS, SerRSmt, mtSerRS, Q9NP81"	16	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS"	"skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
51097	ENSG00000143653	SCCPDH	saccharopine dehydrogenase (putative)	"NET11, RP11-439E19.2, Q8NBX0"	1	19%	"GFP, mito protein domain, MS/MS+"	"cerebrum, cerebellum, brainstem, spinalcord, heart, skeletalmuscle, adipose, stomach, placenta, testis"
6341	ENSG00000133028	SCO1	SCO1 cytochrome c oxidase assembly protein	"SCOD1, O75880"	19	0%	"literature, APEX_IMS, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
9997	ENSG00000130489	SCO2	SCO2 cytochrome c oxidase assembly protein	"CEMCOX1, MYP6, SCO1L, O43819"	17	0%	"literature, APEX_IMS, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS"	all 14
6342	ENSG00000116171	SCP2	sterol carrier protein 2	"NLTP, NSL-TP, SCP-2, SCP-CHI, SCP-X, SCPX, P22307"	5	5%	"Rickettsial homolog, mito protein domain+"	"brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, placenta, testis"
6389	ENSG00000073578	SDHA	"succinate dehydrogenase complex, subunit A, flavoprotein (Fp)"	"CMD1GG, FP, PGL5, SDH1, SDH2, SDHF, P31040"	42	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	all 14
644096	ENSG00000205138	SDHAF1	succinate dehydrogenase complex assembly factor 1	"LYRM8, A6NFY7"	26	0%	"literature, targetP signal+, yeast mito homolog, mito protein domain+, induction, coexpression+, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
54949	ENSG00000167985	SDHAF2	succinate dehydrogenase complex assembly factor 2	"C11orf79, PGL2, SDH5, Q9NX18"	28	0%	"GFP, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
6390	ENSG00000117118	SDHB	"succinate dehydrogenase complex, subunit B, iron sulfur (Ip)"	"CWS2, IP, PGL4, SDH, SDH1, SDH2, SDHIP, P21912"	43	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS++"	all 14
6391	ENSG00000143252	SDHC	"succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa"	"CYB560, CYBL, PGL3, QPS1, SDH3, Q99643"	28	0%	"literature, targetP signal+, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS+"	all 14
6392	ENSG00000204370	SDHD	"succinate dehydrogenase complex, subunit D, integral membrane protein"	"CBT1, CII-4, CWS3, PGL, PGL1, QPs3, SDH4, cybS, O14521"	40	0%	"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS+"	all 14
56948	ENSG00000100445	SDR39U1	"short chain dehydrogenase/reductase family 39U, member 1"	"C14orf124, HCDI, Q9NRG7"	12	0%	"mito protein domain, coexpression, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
113675	ENSG00000139410	SDSL	serine dehydratase-like	"SDH 2, SDS-RS1, TDH, Q96GA7"	8	2%	"yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression"	none
79048	ENSG00000187742	SECISBP2	SECIS binding protein 2	"SBP2, Q96T21"	-7	83%	"literature, coexpression"	none
83642	ENSG00000073169	SELO	selenoprotein O	Q9BVL4	15	0%	"targetP signal+, yeast mito homolog, mito protein domain+, coexpression"	"spinalcord, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
84947	ENSG00000122335	SERAC1	serine active site containing 1	Q96JX3	-6	82%	"literature, APEX_IMS"	"cerebrum, cerebellum, skeletalmuscle, stomach, testis"
253190	ENSG00000183569	SERHL2	serine hydrolase-like 2	"dJ222E13.1, Q9H4I8"	5	4%	"Rickettsial homolog, mito protein domain, MS/MS"	"kidney, adipose, smallintestine, largeintestine, stomach, placenta, testis"
133383	ENSG00000155542	SETD9	SET domain containing 9	"C5orf35, Q8NE22"	-5	74%	"APEX_matrix, targetP signal"	none
94081	ENSG00000164466	SFXN1	sideroflexin 1	Q9H9B4	16	0%	"literature, mito protein domain+, coexpression, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
118980	ENSG00000156398	SFXN2	sideroflexin 2	Q96NB2	7	2%	"mito protein domain+, coexpression"	"kidney, liver, adipose, largeintestine, stomach, placenta, testis"
81855	ENSG00000107819	SFXN3	sideroflexin 3	"BA108L7.2, SFX3, Q9BWM7"	13	0%	"mito protein domain+, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
119559	ENSG00000183605	SFXN4	sideroflexin 4	"BCRM1, COXPD18, Q6P4A7"	3	12%	"literature, mito protein domain+"	"cerebellum, spinalcord"
94097	ENSG00000144040	SFXN5	sideroflexin 5	"BBG-TCC, Q8TD22"	11	0%	"literature, mito protein domain+, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, largeintestine"
6470	ENSG00000176974	SHMT1	serine hydroxymethyltransferase 1 (soluble)	"CSHMT, SHMT, P34896"	6	3%	"Rickettsial homolog, mito protein domain, induction, coexpression"	none
6472	ENSG00000182199	SHMT2	serine hydroxymethyltransferase 2 (mitochondrial)	"GLYA, HEL-S-51e, SHMT, P34897"	15	0%	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	"cerebrum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
23410	ENSG00000142082	SIRT3	sirtuin 3	"SIR2L3, Q9NTG7"	13	0%	"literature, APEX_matrix, mito protein domain, induction, coexpression, MS/MS+"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
23409	ENSG00000089163	SIRT4	sirtuin 4	"SIR2L4, Q9Y6E7"	1	22%	"literature, targetP signal, mito protein domain"	largeintestine
23408	ENSG00000124523	SIRT5	sirtuin 5	"SIR2L5, Q9NXA8"	12	0%	"literature, APEX_matrix, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS"	"cerebrum, brainstem, spinalcord, liver, heart, adipose, largeintestine, stomach"
6566	ENSG00000155380	SLC16A1	"solute carrier family 16 (monocarboxylate transporter), member 1"	"HHF7, MCT, MCT1, P53985"	13	0%	"yeast mito homolog+, mito protein domain, induction, coexpression, MS/MS"	"smallintestine, largeintestine, placenta"
162515	ENSG00000174326	SLC16A11	"solute carrier family 16, member 11"	"MCT11, Q8NCK7"	6	3%	"yeast mito homolog+, Rickettsial homolog, mito protein domain"	none
9194	ENSG00000118596	SLC16A7	"solute carrier family 16 (monocarboxylate transporter), member 7"	"MCT2, O60669"	6	3%	"yeast mito homolog+, Rickettsial homolog, mito protein domain"	"stomach, testis"
6583	ENSG00000197208	SLC22A4	"solute carrier family 22 (organic cation/zwitterion transporter), member 4"	"OCTN1, Q9H015"	-1	44%	"literature, mito protein domain, induction"	none
6576	ENSG00000100075	SLC25A1	"solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1"	"CTP, D2L2AD, SEA, SLC20A3, P53007"	26	0%	"literature, yeast mito homolog++, mito protein domain+, coexpression, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
1468	ENSG00000183048	SLC25A10	"solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10"	"DIC, Q9UBX3"	21	0%	"literature, yeast mito homolog+, mito protein domain+, coexpression, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
8402	ENSG00000108528	SLC25A11	"solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11"	"OGC, SLC20A4, Q02978"	27	0%	"literature, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++"	all 14
8604	ENSG00000115840	SLC25A12	"solute carrier family 25 (aspartate/glutamate carrier), member 12"	"AGC1, ARALAR, O75746"	22	0%	"literature, yeast mito homolog+, mito protein domain+, induction, MS/MS++"	all 14
10165	ENSG00000004864	SLC25A13	"solute carrier family 25 (aspartate/glutamate carrier), member 13"	"ARALAR2, CITRIN, CTLN2, Q9UJS0"	21	0%	"literature, yeast mito homolog+, mito protein domain+, coexpression, MS/MS++"	all 14
9016	ENSG00000102078	SLC25A14	"solute carrier family 25 (mitochondrial carrier, brain), member 14"	"BMCP1, UCP5, O95258"	12	0%	"literature, yeast mito homolog+, mito protein domain+, MS/MS"	"cerebrum, cerebellum, brainstem, placenta, testis"
10166	ENSG00000102743	SLC25A15	solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 15	"D13S327, HHH, ORC1, ORNT1, Q9Y619"	20	0%	"literature, yeast mito homolog+, mito protein domain+, coexpression, MS/MS++"	"spinalcord, kidney, liver, adipose, smallintestine, largeintestine, placenta"
8034	ENSG00000122912	SLC25A16	"solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16"	"D10S105E, GDA, GDC, HGT.1, ML7, hML7, P16260"	16	0%	"literature, yeast mito homolog+, mito protein domain+, coexpression, MS/MS"	"cerebrum, brainstem, spinalcord, liver, adipose, largeintestine, stomach, placenta, testis"
10478	ENSG00000100372	SLC25A17	"solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein, 34kDa), member 17"	"PMP34, O43808"	12	0%	"yeast mito homolog++, mito protein domain+, coexpression"	none
83733	ENSG00000182902	SLC25A18	"solute carrier family 25 (glutamate carrier), member 18"	"GC2, Q9H1K4"	17	0%	"literature, yeast mito homolog+, mito protein domain+, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
60386	ENSG00000125454	SLC25A19	"solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19"	"DNC, MCPHA, MUP1, THMD3, THMD4, TPC, Q9HC21"	21	0%	"literature, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS"	"cerebellum, spinalcord, adipose, testis"
788	ENSG00000178537	SLC25A20	"solute carrier family 25 (carnitine/acylcarnitine translocase), member 20"	"CAC, CACT, O43772"	28	0%	"literature, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++"	all 14
89874	ENSG00000183032	SLC25A21	"solute carrier family 25 (mitochondrial oxoadipate carrier), member 21"	"ODC, ODC1, Q9BQT8"	16	0%	"literature, yeast mito homolog+, mito protein domain+, MS/MS++"	"spinalcord, kidney, liver, testis"
79751	ENSG00000177542	SLC25A22	"solute carrier family 25 (mitochondrial carrier: glutamate), member 22"	"EIEE3, GC1, NET44, Q9H936"	17	0%	"literature, yeast mito homolog+, mito protein domain+, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
79085	ENSG00000125648	SLC25A23	"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23"	"APC2, MCSC2, SCaMC-3, Q9BV35"	11	0%	"literature, yeast mito homolog+, mito protein domain+, MS/MS"	"cerebrum, brainstem, spinalcord, liver, adipose, smallintestine, largeintestine, stomach, placenta"
29957	ENSG00000085491	SLC25A24	"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24"	"APC1, SCAMC-1, Q6NUK1"	17	0%	"literature, APEX_IMS, yeast mito homolog+, mito protein domain+, MS/MS++"	"adipose, smallintestine, largeintestine, stomach, placenta, testis"
114789	ENSG00000148339	SLC25A25	"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25"	"MCSC, PCSCL, RP11-395P17.4, SCAMC-2, Q6KCM7"	20	0%	"literature, yeast mito homolog+, mito protein domain+, coexpression, MS/MS++"	"cerebrum, brainstem, spinalcord, liver, adipose, smallintestine, largeintestine, placenta"
115286	ENSG00000144741	SLC25A26	"solute carrier family 25 (S-adenosylmethionine carrier), member 26"	"SAMC, Q70HW3"	19	0%	"literature, yeast mito homolog++, mito protein domain+, coexpression, MS/MS"	"cerebrum, cerebellum, adipose, largeintestine, placenta, testis"
9481	ENSG00000153291	SLC25A27	"solute carrier family 25, member 27"	"UCP4, O95847"	11	0%	"literature, yeast mito homolog+, mito protein domain+, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord"
81894	ENSG00000155287	SLC25A28	"solute carrier family 25 (mitochondrial iron transporter), member 28"	"MFRN2, MRS3/4, MRS4L, Q96A46"	5	4%	"literature, yeast mito homolog+, mito protein domain+"	none
123096	ENSG00000197119	SLC25A29	"solute carrier family 25 (mitochondrial carnitine/acylcarnitine carrier), member 29"	"AL157871.2, C14orf69, CACL, ORNT3, Q8N8R3"	16	0%	"literature, yeast mito homolog+, mito protein domain+, MS/MS++"	"placenta, testis"
5250	ENSG00000075415	SLC25A3	"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3"	"PHC, PTP, Q00325"	36	0%	"literature, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++"	all 14
253512	ENSG00000174032	SLC25A30	"solute carrier family 25, member 30"	"KMCP1, Q5SVS4"	24	0%	"literature, yeast mito homolog+, mito protein domain+, coexpression, MS/MS++"	"cerebrum, cerebellum, liver, placenta, testis"
83447	ENSG00000151475	SLC25A31	"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31"	"AAC4, ANT4, SFEC35kDa, Q9H0C2"	17	0%	"literature, yeast mito homolog+, mito protein domain+, MS/MS++"	all 14
81034	ENSG00000164933	SLC25A32	"solute carrier family 25 (mitochondrial folate carrier), member 32"	"MFT, MFTC, Q9H2D1"	11	0%	"literature, targetP signal, yeast mito homolog+, mito protein domain+"	"adipose, placenta"
84275	ENSG00000171612	SLC25A33	"solute carrier family 25 (pyrimidine nucleotide carrier), member 33"	"BMSC-MCP, PNC1, Q9BSK2"	9	1%	"literature, yeast mito homolog+, mito protein domain+"	"brainstem, spinalcord, placenta, testis"
284723	ENSG00000162461	SLC25A34	"solute carrier family 25, member 34"	"RP11-169K16.2, Q6PIV7"	5	4%	"yeast mito homolog+, mito protein domain+"	none
399512	ENSG00000125434	SLC25A35	"solute carrier family 25, member 35"	Q3KQZ1	27	0%	"APEX_matrix, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++"	"cerebrum, cerebellum, kidney, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
55186	ENSG00000114120	SLC25A36	"solute carrier family 25 (pyrimidine nucleotide carrier ), member 36"	"PNC2, Q96CQ1"	11	0%	"GFP, yeast mito homolog+, mito protein domain+, coexpression"	"brainstem, spinalcord, placenta, testis"
51312	ENSG00000147454	SLC25A37	"solute carrier family 25 (mitochondrial iron transporter), member 37"	"MFRN, MFRN1, MSC, MSCP, PRO1278, PRO1584, PRO2217, Q9NYZ2"	5	4%	"literature, yeast mito homolog+, mito protein domain+"	none
54977	ENSG00000144659	SLC25A38	"solute carrier family 25, member 38"	Q96DW6	10	0%	"yeast mito homolog++, mito protein domain+, coexpression"	none
51629	ENSG00000013306	SLC25A39	"solute carrier family 25, member 39"	"CGI69, Q9BZJ4"	16	0%	"literature, yeast mito homolog+, mito protein domain+, induction, coexpression"	none
291	ENSG00000151729	SLC25A4	"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4"	"1, AAC1, ANT, ANT 1, ANT1, MTDPS12, PEO2, PEO3, T1, P12235"	30	0%	"literature, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS++"	all 14
55972	ENSG00000075303	SLC25A40	"solute carrier family 25, member 40"	"MCFP, Q8TBP6"	11	0%	"literature, yeast mito homolog+, mito protein domain+, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, adipose, largeintestine, stomach, placenta, testis"
284427	ENSG00000181240	SLC25A41	"solute carrier family 25, member 41"	"APC4, Q8N5S1"	5	4%	"yeast mito homolog+, mito protein domain+"	none
284439	ENSG00000181035	SLC25A42	"solute carrier family 25, member 42"	Q86VD7	26	0%	"literature, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++"	all 14
203427	ENSG00000077713	SLC25A43	"solute carrier family 25, member 43"	Q8WUT9	5	4%	"yeast mito homolog+, mito protein domain+"	none
9673	ENSG00000160785	SLC25A44	"solute carrier family 25, member 44"	"RP11-54H19.3, Q96H78"	14	0%	"yeast mito homolog+, mito protein domain+, induction, MS/MS"	placenta
283130	ENSG00000162241	SLC25A45	"solute carrier family 25, member 45"	Q8N413	16	0%	"yeast mito homolog+, mito protein domain+, MS/MS++"	"liver, adipose, smallintestine, stomach, placenta, testis"
91137	ENSG00000164209	SLC25A46	"solute carrier family 25, member 46"	Q96AG3	14	0%	"yeast mito homolog++, mito protein domain+, induction"	"cerebrum, spinalcord, adipose, placenta"
283600	ENSG00000140107	SLC25A47	"solute carrier family 25, member 47"	"C14orf68, HDMCP, Q6Q0C1"	5	4%	"literature, yeast mito homolog+, mito protein domain+"	none
153328	ENSG00000145832	SLC25A48	"solute carrier family 25, member 48"	Q6ZT89	5	4%	"yeast mito homolog+, mito protein domain+"	none
292	ENSG00000005022	SLC25A5	"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5"	"2F1, AAC2, ANT2, T2, T3, P05141"	22	0%	"literature, yeast mito homolog+, mito protein domain+, induction, MS/MS++"	all 14
92014	ENSG00000122696	SLC25A51	"solute carrier family 25, member 51"	"CG7943, MCART1, Q9H1U9"	19	0%	"GFP, yeast mito homolog+, mito protein domain+, coexpression, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
401612	ENSG00000176274	SLC25A53	"solute carrier family 25, member 53"	"MCART6, Q5H9E4"	8	2%	"yeast mito homolog+, mito protein domain+"	testis
