ensembl_gene_id	IMPI_2018	MitoCarta2.0	GO_0005739	chromosome_name	start_position	end_position	hgnc_symbol	hg38_chromosome_name	hg38_start_position	hg38_end_position	hg38_hgnc_symbol
ENSG00000126767	FALSE	FALSE	TRUE	X	47494920	47510003	ELK1	X	47635521	47650604	ELK1
ENSG00000126768	TRUE	TRUE	TRUE	X	48750730	48755426	TIMM17B	X	48893447	48898143	TIMM17B
ENSG00000126787	FALSE	FALSE	TRUE	14	55614830	55658396	DLGAP5	14	55148112	55191678	DLGAP5
ENSG00000126814	TRUE	FALSE	TRUE	14	61438169	61448076	TRMT5	14	60971451	60981358	TRMT5
ENSG00000126858	TRUE	TRUE	TRUE	17	30469473	30580393	RHOT1	17	32142454	32253374	RHOT1
ENSG00000126934	FALSE	FALSE	TRUE	19	4090319	4124126	MAP2K2	19	4090321	4124129	MAP2K2
ENSG00000126947	TRUE	FALSE	TRUE	X	100805514	100809683	ARMCX1	X	101550531	101554700	ARMCX1
ENSG00000126953	TRUE	TRUE	TRUE	X	100600649	100604184	TIMM8A	X	101345659	101349196	TIMM8A
ENSG00000127022	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000127184	TRUE	TRUE	TRUE	5	85913721	85916779	COX7C	5	86617904	86620962	COX7C
ENSG00000127314	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000127445	FALSE	FALSE	TRUE	19	9945933	9960358	PIN1	19	9835257	9849682	PIN1
ENSG00000127452	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000127526	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000127540	TRUE	TRUE	TRUE	19	1597171	1605480	UQCR11	19	1597172	1605490	UQCR11
ENSG00000127554	TRUE	TRUE	TRUE	16	2034208	2037750	GFER	16	1984207	1987749	GFER
ENSG00000127666	FALSE	FALSE	TRUE	19	4815944	4831716	TICAM1	19	4815932	4831704	TICAM1
ENSG00000127838	TRUE	FALSE	TRUE	2	219135115	219211516	PNKD	2	218270392	218346793	PNKD
ENSG00000127884	TRUE	TRUE	TRUE	10	135175984	135187193	ECHS1	10	133362480	133373689	ECHS1
ENSG00000127948	TRUE	FALSE	TRUE	7	75528518	75616173	POR	7	75899200	75986855	POR
ENSG00000127952	FALSE	FALSE	TRUE	7	75625656	75677322	STYXL1	7	75996338	76048004	STYXL1
ENSG00000127989	TRUE	TRUE	TRUE	NA	NA	NA	NA	7	91692008	91880720	MTERF1
ENSG00000128050	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000128245	TRUE	FALSE	TRUE	22	32340447	32353590	YWHAH	22	31944461	31957603	YWHAH
ENSG00000128309	TRUE	TRUE	TRUE	22	37415676	37425863	MPST	22	37019635	37029822	MPST
ENSG00000128311	TRUE	TRUE	TRUE	22	37406900	37415681	TST	22	37010859	37020183	TST
ENSG00000128595	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000128609	TRUE	TRUE	TRUE	7	123177051	123198309	NDUFA5	7	123536997	123558255	NDUFA5
ENSG00000128626	TRUE	TRUE	TRUE	19	39421188	39423802	MRPS12	19	38930548	38933162	MRPS12
ENSG00000128654	TRUE	TRUE	TRUE	2	177134123	177202753	MTX2	2	176269395	176338025	MTX2
ENSG00000128694	TRUE	TRUE	TRUE	2	190611386	190627953	OSGEPL1	2	189746660	189763227	OSGEPL1
ENSG00000128928	TRUE	TRUE	TRUE	15	40697686	40728146	IVD	15	40405795	40435947	IVD
ENSG00000128951	TRUE	TRUE	TRUE	15	48623208	48635570	DUT	15	48331011	48343373	DUT
ENSG00000129003	FALSE	FALSE	TRUE	15	62144588	62352672	VPS13C	15	61852389	62060473	VPS13C
ENSG00000129151	TRUE	FALSE	TRUE	11	27062272	27149356	BBOX1	11	27040725	27127809	BBOX1
ENSG00000129282	FALSE	TRUE	TRUE	17	34958001	34965407	MRM1	NA	NA	NA	NA
ENSG00000129351	FALSE	FALSE	TRUE	19	10764937	10803093	ILF3	19	10654261	10692417	ILF3
ENSG00000129422	FALSE	FALSE	TRUE	8	17501304	17658426	MTUS1	8	17643795	17800917	MTUS1
ENSG00000129460	FALSE	FALSE	TRUE	14	23938897	23979071	NGDN	14	23469688	23509862	NGDN
ENSG00000129465	TRUE	FALSE	TRUE	14	24805227	24809251	RIPK3	14	24336021	24340045	RIPK3
ENSG00000129473	FALSE	TRUE	TRUE	14	23767999	23780968	BCL2L2	14	23298790	23311759	BCL2L2
ENSG00000130159	TRUE	TRUE	TRUE	19	11616731	11639989	ECSIT	19	11505916	11529174	ECSIT
ENSG00000130204	TRUE	TRUE	TRUE	19	45393826	45406946	TOMM40	19	44890569	44903689	TOMM40
ENSG00000130255	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000130299	TRUE	TRUE	TRUE	19	17445729	17453544	GTPBP3	19	17334920	17342735	GTPBP3
ENSG00000130304	TRUE	FALSE	TRUE	19	17579578	17616977	SLC27A1	19	17468769	17506168	SLC27A1
ENSG00000130312	TRUE	TRUE	TRUE	19	17403418	17417652	MRPL34	19	17292609	17306843	MRPL34
ENSG00000130347	TRUE	TRUE	TRUE	6	107018903	107077373	RTN4IP1	6	106571971	106629487	RTN4IP1
ENSG00000130348	TRUE	TRUE	TRUE	6	107077453	107116292	QRSL1	6	106629578	106668417	QRSL1
ENSG00000130349	TRUE	TRUE	TRUE	6	107349407	107372546	C6orf203	6	107028213	107051342	C6orf203
ENSG00000130377	FALSE	FALSE	TRUE	19	6135258	6193112	ACSBG2	19	6135247	6193094	ACSBG2
ENSG00000130414	TRUE	TRUE	TRUE	2	240831867	240964819	NDUFA10	2	239892450	240025402	NDUFA10
ENSG00000130489	TRUE	TRUE	TRUE	22	50961997	50964868	SCO2	22	50523568	50525606	SCO2
ENSG00000130518	FALSE	FALSE	TRUE	NA	NA	NA	NA	19	18257097	18274509	IQCN
ENSG00000130589	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000130649	FALSE	FALSE	TRUE	10	135333910	135374724	CYP2E1	10	133520406	133561220	CYP2E1
ENSG00000130653	FALSE	FALSE	TRUE	9	140354404	140444986	PNPLA7	9	137459953	137550534	PNPLA7
ENSG00000130695	FALSE	FALSE	TRUE	1	26560691	26605299	CEP85	1	26234200	26278808	CEP85
ENSG00000130707	TRUE	FALSE	TRUE	9	133320316	133376661	ASS1	9	130444929	130501274	ASS1
ENSG00000130734	TRUE	FALSE	TRUE	19	10654571	10664094	ATG4D	19	10543895	10553418	ATG4D
ENSG00000130748	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000130766	FALSE	FALSE	TRUE	1	28586038	28609002	SESN2	1	28259527	28282491	SESN2
ENSG00000130770	TRUE	TRUE	TRUE	NA	NA	NA	NA	1	28236109	28246906	ATP5IF1
ENSG00000130787	FALSE	FALSE	TRUE	12	123319000	123347507	HIP1R	12	122834453	122862960	HIP1R
ENSG00000130816	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000130921	TRUE	TRUE	TRUE	12	123717463	123742506	C12orf65	12	123232916	123257959	C12orf65
ENSG00000130985	TRUE	FALSE	TRUE	X	47050260	47074527	UBA1	X	47190861	47215128	UBA1
ENSG00000131055	TRUE	TRUE	TRUE	20	30225691	30232809	COX4I2	20	31637888	31645006	COX4I2
ENSG00000131069	FALSE	FALSE	TRUE	20	33459949	33515769	ACSS2	20	34872146	34927962	ACSS2
ENSG00000131143	TRUE	TRUE	TRUE	16	85832239	85840650	COX4I1	16	85798633	85807044	COX4I1
ENSG00000131148	TRUE	FALSE	TRUE	16	85805364	85833214	EMC8	16	85771758	85799608	EMC8
ENSG00000131149	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000131174	TRUE	TRUE	TRUE	X	77154935	77162870	COX7B	X	77899438	77907373	COX7B
ENSG00000131269	TRUE	TRUE	TRUE	X	74273115	74376567	ABCB7	X	75051554	75156732	ABCB7
ENSG00000131323	FALSE	FALSE	TRUE	14	103243813	103377837	TRAF3	14	102777476	102911500	TRAF3
ENSG00000131368	TRUE	TRUE	TRUE	3	15083967	15106842	MRPS25	3	15042460	15065335	MRPS25
ENSG00000131370	TRUE	FALSE	TRUE	3	15296360	15382875	SH3BP5	3	15254853	15341368	SH3BP5
ENSG00000131379	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000131473	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000131495	TRUE	TRUE	TRUE	5	140018325	140027370	NDUFA2	5	140638740	140647785	NDUFA2
ENSG00000131730	TRUE	TRUE	TRUE	5	80529104	80562216	CKMT2	5	81233285	81266397	CKMT2
ENSG00000131748	FALSE	FALSE	TRUE	17	37793318	37819737	STARD3	17	39637065	39663484	STARD3
ENSG00000131779	FALSE	TRUE	TRUE	1	145516252	145523730	PEX11B	1	145911350	145918837	PEX11B
ENSG00000131828	TRUE	TRUE	TRUE	X	19362011	19379823	PDHA1	X	19343893	19361705	PDHA1
ENSG00000131844	TRUE	TRUE	TRUE	5	70883115	70954531	MCCC2	5	71587288	71658704	MCCC2
ENSG00000131943	TRUE	FALSE	TRUE	19	30191721	30206364	C19orf12	19	29698886	29715789	C19orf12
ENSG00000131981	FALSE	FALSE	TRUE	14	55590828	55612126	LGALS3	14	55124110	55145413	LGALS3
ENSG00000132142	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000132153	TRUE	TRUE	TRUE	3	47844399	47891685	DHX30	3	47802909	47850195	DHX30
ENSG00000132155	FALSE	FALSE	TRUE	3	12625100	12705725	RAF1	3	12583601	12664226	RAF1
ENSG00000132199	TRUE	FALSE	TRUE	18	670324	712676	ENOSF1	18	670324	712676	ENOSF1
ENSG00000132286	TRUE	TRUE	TRUE	11	6502677	6505909	TIMM10B	11	6481447	6484679	TIMM10B
ENSG00000132300	TRUE	TRUE	TRUE	2	86333305	86369280	PTCD3	2	86106182	86142157	PTCD3
ENSG00000132305	TRUE	TRUE	TRUE	2	86371055	86422893	IMMT	2	86143932	86195770	IMMT
ENSG00000132313	TRUE	TRUE	TRUE	2	86426478	86440917	MRPL35	2	86199355	86213794	MRPL35
ENSG00000132361	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000132394	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000132423	TRUE	TRUE	TRUE	6	99817276	99842080	COQ3	6	99369400	99394204	COQ3
ENSG00000132463	TRUE	TRUE	TRUE	4	71681499	71705662	GRSF1	4	70815782	70839945	GRSF1
ENSG00000132522	FALSE	FALSE	TRUE	17	7214643	7218883	GPS2	17	7311324	7315564	GPS2
ENSG00000132530	TRUE	FALSE	TRUE	17	6658766	6678966	XAF1	17	6755447	6775647	XAF1
ENSG00000132541	TRUE	TRUE	TRUE	NA	NA	NA	NA	8	98102344	98117241	RIDA
ENSG00000132570	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000132591	TRUE	TRUE	TRUE	17	27181956	27188085	ERAL1	17	28854938	28861067	ERAL1
ENSG00000132676	TRUE	TRUE	TRUE	1	155657751	155708801	DAP3	1	155687960	155739010	DAP3
ENSG00000132716	FALSE	FALSE	TRUE	1	160185505	160254920	DCAF8	1	160215715	160262531	DCAF8
ENSG00000132763	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000132781	TRUE	TRUE	TRUE	1	45794835	45806142	MUTYH	1	45329163	45340470	MUTYH
ENSG00000132837	TRUE	TRUE	TRUE	5	78293438	78531861	DMGDH	5	78997606	79236038	DMGDH
ENSG00000132906	FALSE	FALSE	TRUE	1	15817327	15853029	CASP9	1	15490832	15526534	CASP9
ENSG00000133026	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000133027	FALSE	FALSE	TRUE	17	17408877	17495022	PEMT	17	17505563	17591708	PEMT
ENSG00000133028	TRUE	TRUE	TRUE	17	10583654	10601692	SCO1	17	10672474	10698375	SCO1
ENSG00000133104	TRUE	FALSE	TRUE	NA	NA	NA	NA	13	36301638	36370180	SPART
ENSG00000133121	TRUE	FALSE	TRUE	13	33677272	33924767	STARD13	13	33103135	33350630	STARD13
ENSG00000133315	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000133317	FALSE	FALSE	TRUE	11	63273556	63284246	LGALS12	11	63506084	63516774	LGALS12
ENSG00000133597	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000133687	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000133703	FALSE	FALSE	TRUE	12	25357723	25403870	KRAS	12	25204789	25250936	KRAS
ENSG00000133835	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000133878	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000133943	TRUE	TRUE	TRUE	NA	NA	NA	NA	14	91060333	91225632	DGLUCY
ENSG00000133983	TRUE	TRUE	TRUE	14	70791798	70826448	COX16	14	70325081	70359731	COX16
ENSG00000134056	TRUE	TRUE	TRUE	5	68513587	68525956	MRPS36	5	69217760	69230129	MRPS36
ENSG00000134057	FALSE	FALSE	TRUE	5	68462837	68474072	CCNB1	5	69167010	69178245	CCNB1
ENSG00000134086	FALSE	FALSE	TRUE	3	10182692	10193904	VHL	3	10141008	10152220	VHL
ENSG00000134108	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000134240	TRUE	TRUE	TRUE	1	120290619	120311528	HMGCS2	1	119747996	119768905	HMGCS2
ENSG00000134265	TRUE	FALSE	TRUE	18	10525902	10552758	NAPG	18	10525905	10552761	NAPG
ENSG00000134285	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000134308	TRUE	FALSE	TRUE	2	9724101	9771143	YWHAQ	2	9583972	9631014	YWHAQ
ENSG00000134321	FALSE	FALSE	TRUE	2	7005937	7038370	RSAD2	2	6865806	6898239	RSAD2
ENSG00000134324	FALSE	FALSE	TRUE	2	11817721	11967535	LPIN1	2	11677595	11827409	LPIN1
ENSG00000134326	TRUE	TRUE	TRUE	2	6980701	7006766	CMPK2	2	6840570	6866635	CMPK2
ENSG00000134375	TRUE	TRUE	TRUE	1	201924619	201939789	TIMM17A	1	201955491	201970661	TIMM17A
ENSG00000134419	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000134463	TRUE	TRUE	TRUE	10	11784365	11806069	ECHDC3	10	11742366	11764070	ECHDC3
ENSG00000134809	TRUE	TRUE	TRUE	11	57295936	57298276	TIMM10	11	57528463	57530803	TIMM10
ENSG00000134824	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000134884	TRUE	FALSE	TRUE	13	107194021	107220512	ARGLU1	13	106541673	106568164	ARGLU1
ENSG00000134905	TRUE	TRUE	TRUE	13	111293759	111365950	CARS2	13	110641412	110713603	CARS2
ENSG00000135002	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000135046	TRUE	FALSE	TRUE	9	75766673	75785309	ANXA1	9	73151757	73170393	ANXA1
ENSG00000135049	FALSE	FALSE	TRUE	9	88161455	88356944	AGTPBP1	9	85546539	85742029	AGTPBP1
ENSG00000135070	TRUE	TRUE	TRUE	9	88879461	88897676	ISCA1	9	86264546	86283102	ISCA1
ENSG00000135093	TRUE	FALSE	TRUE	12	109460894	109525831	USP30	12	109023089	109088026	USP30
ENSG00000135094	FALSE	FALSE	TRUE	12	113830250	113864106	SDS	12	113392445	113426301	SDS
ENSG00000135116	TRUE	FALSE	TRUE	12	117293949	117319246	HRK	12	116856144	116881441	HRK
ENSG00000135241	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000135297	TRUE	TRUE	TRUE	6	74171301	74218959	MTO1	6	73461578	73509236	MTO1
ENSG00000135362	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000135390	TRUE	TRUE	TRUE	NA	NA	NA	NA	12	53632726	53677408	ATP5MC2
ENSG00000135423	TRUE	TRUE	TRUE	12	56864736	56882198	GLS2	12	56470944	56488414	GLS2
ENSG00000135439	FALSE	FALSE	TRUE	12	58118980	58135940	AGAP2	12	57723761	57742157	AGAP2
ENSG00000135441	TRUE	TRUE	TRUE	12	56109820	56113871	BLOC1S1	12	55716037	55720087	BLOC1S1
ENSG00000135469	TRUE	TRUE	TRUE	12	56660642	56664750	COQ10A	12	56266858	56270966	COQ10A
ENSG00000135537	TRUE	TRUE	TRUE	NA	NA	NA	NA	6	108294894	108526796	AFG1L
ENSG00000135624	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000135631	TRUE	TRUE	TRUE	2	73300510	73383849	RAB11FIP5	2	73073382	73156721	RAB11FIP5
ENSG00000135632	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000135655	FALSE	FALSE	TRUE	12	62654119	62811211	USP15	12	62260338	62417431	USP15
ENSG00000135776	TRUE	TRUE	TRUE	1	229652329	229694442	ABCB10	1	229516582	229558695	ABCB10
ENSG00000135821	TRUE	FALSE	TRUE	1	182350839	182361341	GLUL	1	182381704	182392206	GLUL
ENSG00000135828	TRUE	FALSE	TRUE	1	182542769	182558391	RNASEL	1	182573634	182589256	RNASEL
ENSG00000135862	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000135900	TRUE	TRUE	TRUE	2	224822121	224832431	MRPL44	2	223957404	223967714	MRPL44
ENSG00000135929	TRUE	TRUE	TRUE	2	219646472	219680016	CYP27A1	2	218781749	218815293	CYP27A1
ENSG00000135940	TRUE	TRUE	TRUE	2	98262503	98264846	COX5B	2	97646040	97648383	COX5B
ENSG00000135972	TRUE	TRUE	TRUE	2	105654441	105716418	MRPS9	2	105037983	105099960	MRPS9
ENSG00000136003	TRUE	TRUE	TRUE	12	108956358	108963160	ISCU	12	108562582	108569384	ISCU
ENSG00000136010	TRUE	TRUE	TRUE	12	105413568	105478355	ALDH1L2	12	105019784	105084577	ALDH1L2
ENSG00000136143	TRUE	TRUE	TRUE	13	48510622	48612125	SUCLA2	13	47745736	48037968	SUCLA2
ENSG00000136270	TRUE	TRUE	TRUE	7	45139699	45151646	TBRG4	7	45100100	45112047	TBRG4
ENSG00000136280	FALSE	FALSE	TRUE	7	45039074	45116068	CCM2	7	44999475	45076469	CCM2
ENSG00000136371	TRUE	TRUE	TRUE	15	80125927	80189721	MTHFS	15	79833585	79897379	MTHFS
ENSG00000136381	FALSE	FALSE	TRUE	15	78729773	78793798	IREB2	15	78437431	78501456	IREB2
ENSG00000136444	TRUE	TRUE	TRUE	17	48556161	48563336	RSAD1	17	50478800	50485975	RSAD1
ENSG00000136448	FALSE	FALSE	TRUE	17	43128978	43186384	NMT1	17	45051610	45109016	NMT1
ENSG00000136463	TRUE	TRUE	TRUE	17	61678231	61685725	TACO1	17	63600872	63608365	TACO1
ENSG00000136521	TRUE	TRUE	TRUE	3	179322478	179345435	NDUFB5	3	179604690	179627647	NDUFB5
ENSG00000136522	TRUE	TRUE	TRUE	3	179306073	179322442	MRPL47	3	179588285	179604654	MRPL47
ENSG00000136628	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000136682	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000136758	TRUE	TRUE	TRUE	10	27399383	27444195	YME1L1	10	27110112	27155266	YME1L1
ENSG00000136783	TRUE	TRUE	TRUE	9	107509969	107522403	NIPSNAP3A	9	104747688	104760122	NIPSNAP3A
ENSG00000136854	TRUE	FALSE	TRUE	9	130374544	130457460	STXBP1	9	127579370	127696027	STXBP1
ENSG00000136874	TRUE	TRUE	TRUE	9	102668915	102732618	STX17	9	99906633	99970341	STX17
ENSG00000136877	TRUE	TRUE	TRUE	9	130556876	130576606	FPGS	9	127794597	127814327	FPGS
ENSG00000136897	TRUE	TRUE	TRUE	9	104149915	104160896	MRPL50	9	101387633	101398614	MRPL50
ENSG00000136937	FALSE	FALSE	TRUE	9	100395908	100436030	NCBP1	9	97633626	97673748	NCBP1
ENSG00000137038	TRUE	FALSE	TRUE	NA	NA	NA	NA	9	7796490	7888380	DMAC1
ENSG00000137040	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000137074	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000137103	FALSE	FALSE	TRUE	9	35814448	35854844	TMEM8B	9	35814451	35865518	TMEM8B
ENSG00000137106	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000137124	TRUE	TRUE	TRUE	9	38392661	38398658	ALDH1B1	9	38392664	38398661	ALDH1B1
ENSG00000137133	TRUE	TRUE	TRUE	9	35812957	35815351	HINT2	9	35812960	35815354	HINT2
ENSG00000137198	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000137274	TRUE	TRUE	TRUE	6	3118608	3153812	BPHL	6	3118374	3153578	BPHL
ENSG00000137275	FALSE	FALSE	TRUE	6	3064225	3115421	RIPK1	6	3063991	3115187	RIPK1
ENSG00000137288	TRUE	TRUE	TRUE	6	33662070	33679504	UQCC2	6	33694293	33711727	UQCC2
ENSG00000137393	TRUE	FALSE	TRUE	6	18368779	18469105	RNF144B	6	18387350	18468874	RNF144B
ENSG00000137409	TRUE	TRUE	TRUE	6	36935917	36954074	MTCH1	6	36968141	36986298	MTCH1
ENSG00000137411	TRUE	TRUE	TRUE	6	30876019	30894236	VARS2	6	30908242	30926459	VARS2
ENSG00000137463	TRUE	TRUE	TRUE	4	140187317	140201492	MGARP	4	139266163	139280338	MGARP
ENSG00000137500	TRUE	TRUE	TRUE	11	82970139	82997450	CCDC90B	11	83259097	83286407	CCDC90B
ENSG00000137504	FALSE	FALSE	TRUE	11	85370752	85393951	CREBZF	11	85659708	85682908	CREBZF
ENSG00000137513	TRUE	TRUE	TRUE	11	78147007	78285919	NARS2	11	78435961	78574874	NARS2
ENSG00000137547	TRUE	TRUE	TRUE	8	55047770	55060461	MRPL15	8	54135210	54147901	MRPL15
ENSG00000137700	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000137714	TRUE	TRUE	TRUE	11	110300607	110335605	FDX1	11	110429883	110464881	FDX1
ENSG00000137767	TRUE	TRUE	TRUE	NA	NA	NA	NA	15	45631148	45691294	SQOR
ENSG00000137806	TRUE	TRUE	TRUE	15	41679551	41694717	NDUFAF1	15	41387349	41402519	NDUFAF1
ENSG00000137824	TRUE	TRUE	TRUE	15	41028082	41048049	RMDN3	15	40735884	40755851	RMDN3
ENSG00000137875	FALSE	FALSE	TRUE	15	52401460	52404972	BCL2L10	15	52109263	52112775	BCL2L10
ENSG00000137944	TRUE	TRUE	TRUE	NA	NA	NA	NA	1	88935773	88992953	KYAT3
ENSG00000137968	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000137992	TRUE	TRUE	TRUE	1	100652475	100715390	DBT	1	100186919	100249834	DBT
ENSG00000138029	TRUE	TRUE	TRUE	2	26466038	26513336	HADHB	2	26243170	26290468	HADHB
ENSG00000138035	TRUE	TRUE	TRUE	2	55861400	55921045	PNPT1	2	55634265	55693910	PNPT1
ENSG00000138061	FALSE	FALSE	TRUE	2	38294116	38337044	CYP1B1	2	38066973	38109902	CYP1B1
ENSG00000138078	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000138095	TRUE	TRUE	TRUE	2	44113647	44223144	LRPPRC	2	43886508	43996005	LRPPRC
ENSG00000138101	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000138138	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000138293	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000138297	FALSE	TRUE	TRUE	10	51592080	51623365	TIMM23	NA	NA	NA	NA
ENSG00000138346	TRUE	TRUE	TRUE	10	70173821	70231879	DNA2	10	68414064	68472121	DNA2
ENSG00000138363	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000138382	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000138399	TRUE	TRUE	TRUE	2	170386259	170430385	FASTKD1	2	169529749	169573875	FASTKD1
ENSG00000138413	TRUE	TRUE	TRUE	2	209100951	209130798	IDH1	2	208236227	208266074	IDH1
ENSG00000138495	TRUE	TRUE	TRUE	3	119373360	119396301	COX17	3	119654513	119677454	COX17
ENSG00000138496	FALSE	FALSE	TRUE	3	122246771	122283424	PARP9	3	122527924	122564577	PARP9
ENSG00000138698	FALSE	FALSE	TRUE	4	99182535	99365012	RAP1GDS1	4	98261384	98443861	RAP1GDS1
ENSG00000138760	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000138777	TRUE	TRUE	TRUE	4	106290234	106395238	PPA2	4	105369077	105474081	PPA2
ENSG00000138796	TRUE	TRUE	TRUE	4	108910870	108956331	HADH	4	107989714	108035175	HADH
ENSG00000138801	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000138814	FALSE	FALSE	TRUE	4	101944566	102269435	PPP3CA	4	101023409	101348278	PPP3CA
ENSG00000138942	TRUE	FALSE	TRUE	22	31556168	31603005	RNF185	22	31160183	31207019	RNF185
ENSG00000139112	FALSE	FALSE	TRUE	12	10365057	10375727	GABARAPL1	12	10212458	10223130	GABARAPL1
ENSG00000139131	TRUE	TRUE	TRUE	12	32880424	32908836	YARS2	12	32727490	32755902	YARS2
ENSG00000139160	TRUE	FALSE	TRUE	NA	NA	NA	NA	12	31647160	31673114	ETFBKMT
ENSG00000139180	TRUE	TRUE	TRUE	12	4758261	4798454	NDUFA9	12	4649095	4694317	NDUFA9
ENSG00000139190	TRUE	FALSE	TRUE	12	6571403	6580153	VAMP1	12	6462237	6470987	VAMP1
ENSG00000139324	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000139410	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000139428	TRUE	TRUE	TRUE	12	109991542	110011679	MMAB	12	109553737	109573874	MMAB
ENSG00000139437	TRUE	TRUE	TRUE	12	110338069	110421646	TCHP	12	109900264	109983841	TCHP
ENSG00000139438	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000139531	TRUE	TRUE	TRUE	12	56390964	56400425	SUOX	12	55997180	56006641	SUOX
ENSG00000139637	TRUE	TRUE	TRUE	12	53693470	53700961	C12orf10	12	53299686	53307177	C12orf10
ENSG00000139641	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000139644	TRUE	FALSE	TRUE	12	50101508	50158717	TMBIM6	12	49707725	49764934	TMBIM6
ENSG00000139921	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000139990	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
